,text,votes
462,Trop beau ton pull.🤗.,1
463,1:10 on en apprend tout les jours grâce à quipoquiz 🤷🏻‍♀️,1
464,Les maths et l’histoire ♥️ les 2,1
465,On en parle à la première question ou le chaud est dans le carré bleu et le froid dans le rouge 😂,125
466,"Ah ouais j'avais pas fait attention ! Merci ! 
C'est vrai c'est bizarre quand même ! 😂😂😂",3
467,Mdrr bien vu 😂,0
468,Ah oui c vrai mdr 😂,0
469,À ouais j'avais même pas vu 😂,0
470,Oe c bizarre 😂,1
471,Balec,1
472,Ouais c'est vrai,1
473,Mon plat préférée c'est les haricot donc les haricot...😂,0
474,VIVE LES ASIATIQUE ! (c domage que tu na pas pue choisir ) et vous vous avez choisi quoi ?,0
475,Tu choisis le plat que tu veux donc ton préféré et pas prendre de poid hmmmm,2
476,"Slt squeezie je suis comme toi physiquement donc tu n'est pas seul 
Teamlache",0
477,A quand le drag m'y life,0
478,Wol voring c'est moi je griffe toutes les personnes sur mon passage!,0
479,"C de la merde 💩 l’histoire,on s’en fiche de notre passé moi je préfère les maths",0
480,Attends c'était le correspondant j'ai dit le short c'est la vie,0
481,Ta coiffure quand t'enlève ton casque XD!!! J'adore tes vidéos!!! 😍😍😍😍😘😘😘,10
482,"L'histoire sa sert à rien







De tout fason il son tous mort",0
483,"En plus le pouce c'est super utile ! C'est grâce à lui qu'on peux attraper des trucs aussi facilement ! Enfin, pour Squeezie, c'est les jeux vidéos... !!",0
484,un ouragan t arrache tout  bras tête...,0
485,L’histoire ça sert à rien ils sont morts,1
486,Ah ouais toi ça se voit que t'avais des mauvais notes et que tu prend ta vengeance sur la vie,0
487,"Perso je suis la plus bavarde de ma classe, alors...😜",1
488,👍🏻,1
489,2019 vous êtes là !?,1
490,J'adore ton pull !🍦,2
491,Mais quand ils disent que tu peux pas t'assoire sa veut dire que tu peux t'alongé,0
492,3:17 moi j'fait déjà ni l'un ni l'autre 😂,24
493,je suis diabétique de type 1 !!!!!,0
494,"5:30
Le bleu c’est en gros etre micheal jackson",5
495,Le non respect pour Michael Jackson ! 😂,1
496,Le bandeau sur l’œil pour être aussi badas que Nick Furry,0
497,😁tempis moi je suis déjà asiatique😉,0
498,vivre dans un zoo c'est trop cool!,1
499,NN PAS L'HISTOIRE 😩😭😭😭😭😭😭😭😭😭😭😭😭😭😪😪😪😪😪😪 J'EN AI DE TRÈS MAUVAIS SOUVENIRS 😂,0
500,LES MATHS 😂😂😜👿👿👿👿,4
501,Bah si tu dors et tu fais pas chier les profs bah c'est cool mais c'est mieux de participer en parlant moi je choisis 2 parler,0
502,3:39 je hais l'histoire !! (Dons je te hais...nan j'rigole),1
503,"Moi je parle toute la journée donc euh bah tout les prof et les élève connaisse m'a vie donc en cour bah je parle mais je me prend des  ""*** ferme ta gue*le",0
504,il a rougit comme une tomate avec la question de famme ou robot x'D,0
505,J’aime ton pull 😂❤️,4
506,"Un truc par contre, si tu prends tout le temps des short et que ta choisi d'avoir toujours froid…...Il y a un problème la! ;-;",2
507,Il aura même pas besoin de se déplacer pour se cryogeniser,0
508,2019 😂😂😂,0
509,🏃🏽‍♀️🏃🏻‍♂️🦖,0
510,J'adore ton chandail 😍💙😂👍,1
511,"Ba si tu perd un bras et une jambe logiquement tu, a plus de pied ni de main alors sa change pas grand choses mdr",0
512,c'est horrible les shorts,0
513,"1 chaud 
2 boite de nuit 
3 le préférées 
4 éléphant 
5 bonbons 
6 arrêts blaguer
7 parle toujours 
8 robot 
9 long de 5 pouce 
10 short 
11 TUER
12 célèbre 
13 ?
14 ?
15 ?
16 math 
17 inondations 
18 jambe de bois 
19 nain
20 sans prendre de poids 
21 écrivain ...",2
514,"Si tu mange la nourriture que tu veux , tu mange ta nourriture préféré.  Logique",0
515,cinois pour moi parce que YIN-YANG est mon sybole préférer :),1
516,J'aime bien ton pull !,1
517,"Lucas? A la fin de ta vidéo à 8:24, il était écrit: Sexual Kernel. Tu nous caches quelque chose...",0
518,Team chien,0
519,"Vive l'histoire : Grèce antique, conquête de rome, invasion des mongoles etc.",1
520,Ouais ouais ouais 2019,1
521,J aime pas l histoir,0
522,2019?,1
523,Un gland X;D,1
524,Si tu joues à la manette tu  as besoin de ton pouce,0
525,Je suis d’accord,2
526,Trop de trucs zarb écrits sur l'écran bleu à la fin... C quoi le délire ?!,0
527,Qui veut être dans un zoo ? PERSONNE !,0
528,J'adore ton pulle,1
529,pour le premiere pour moi c simple g tjr chaud une fois en hiver je suis partit a l'ecole en manche courte en +c'etais pas une fois mais plein de fois,1
530,Le pourrie c'est TOI,0
531,moi aussi j'ai un corps de lache à 9ans je faisait 25kg,0
532,Je suis le seule à regarder cette vidéo an 2019,0
533,Nn,0
534,Walmart est un très grand et beau magasin,0
535,"MDRRRRRRRRRRRRRRRRRRRRRRRRRRRRR!,!!! LES QUESTIONS!!!!!!",1
536,Qui regarde en 2019?,10
537,✋🏼,2
538,Moi 👆,0
539,Qui regarde cette vidéo de l'ancien Squeezie en 2019 ?,112
540,Moi,2
541,Ok,2
542,Moi!🙋,2
543,2020!,3
544,Moi 👆,2
545,moi lol,2
546,Moi,3
547,Moi,2
548,Moi🙌👍👍👍,2
549,MOI,1
550,2020,1
551,Moi,1
552,moi mais en fin 2019 ;^;,1
553,moi,0
554,Mwa ! 😹,0
555,Moi,0
556,Moi👍,0
557,"Ses vidéos d aujourd’hui pue la mrd 
Mais les anciennes sont tellement génial",0
558,Pas du tout!!!😠,0
559,@Elyana Van goethem chacun ses goûts :P,0
560,Moi,0
561,moi,0
562,2020 maintenant,0
563,Moi je regarde en 2O2O,0
564,2:09 la voix chelou,1
565,Yo tout le monde c'est squeezie... y a de ces souvenirs...,0
566,Je  ta  dor 😙😘😗😏👧👭👸👱💇💅❤💋😂😂😂😂😂AAAH   LOL,0
567,Bonjour je souhaite une bonne année et bonne santé à tous 🙂,1
568,Ah... joli pull...,1
569,2019 ?,1
570,Putain ce sweat,0
571,Le pouce ça sert à attraper!,1
572,Moi je suis asiatique,0
573,JE SUIS ASIATIQUE YAAAYY,0
574,Je kiff grave ton t-shirt Lucas 😍💙👕👕,0
575,Par contre le blues screen que ta mis ya écrit sex et sexual deviece,0
576,Qui regarde cette vidéo en 2019,6
577,et si tu prend le pouce tu peux plus faire le mauvais doit: middle finger,0
578,moi je veux le robot,0
579,Tu préfair tes chien ou ton chien,0
580,moi j'ai envie d'avoir le meme,3
581,Coucou je suis trop fan,0
582,10m pied pas 10 mètre,0
583,"Or, ça veut dire ou...
Je te penser pas aussi nul...",2
584,Non il le savait pas omg merci 😱😱😵😵,1
585,@Lulu Divine il a clicker sur or psk il pensait que c'était un choix genre aucun xD,1
586,@NapoTrex Il sait à mon avis mais il voulait de l'OR (humour),1
587,C'est quoi Hunger Games s'il vous plaît répondez je sais pas du tout qu'est-ce que c'est,0
588,Squeezie je t'adore 😋😋😋😋,0
589,quand tu ad froid tu arrives plus facilement à te chauffer tandis que quand il fait chaud t'a un peu plus de mal à te refroidir,0
590,"""Je préfère les chats"" après le voyage au Japon y dira pu sa 🤣🤣🤣",96
591,"scorpio eli66 il dit pas qu’il préfère les chats , il dit qu’ils préfère être un chat",3
592,"Ouais, pour Natsu 🐶il est trooop mignon 🥰",1
593,JE suis pareil je prefere les cheins mais je prefere etre un chat,1
594,c vrai ! et natsu,0
595,"Si tu te coupes une jambe et une main, tu te fais mettre un crochet et une jambe de bois.
👌🏼👍🏼",0
596,Ou plutôt 6:33 ou 6:31,0
597,En faîte ça le fait plus,0
598,À 6:32 j'ai réussie à mettre 12% et 12% sans le faire exprès !,1
599,ses de la marde,0
600,ses de la marde,0
601,$$$$$$$$$😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😇😅🐃🍗🍗🍗🍗🍗🍗🌓🌕🌕🌔🌔🌋🌋🌋🌊🌊🌊🌉🌉🌉🌉🌉🌘🌘🌘🌐🌐🌐🌍🌍🌍🌏🌾🌾🌽🌴🌳🐉🐉🐾🐛🐾🐌🐜🐠🐠🐠🐠🐜🐜🐜🐜🐜🐾🐾🐾🐾🐾🐾🍸🐜🐛🐊🐊🐊🐊😠😠😠😕😆😆😆😆😅😆😅😑😧😧😨🙆😹🙆🙆🙆🙆🙆🙆🙆🙅🙅😼😸😸😺😺😼😭😭😫😖😖😌😷😷😷😷😷😷😷😷😷😷😷😷😷😷😶😶😶😶😶😶😶😶😰😰😣😮😮😕😣😑😑😕😑😑😑😮😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😮😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😲😴😴😴😕😠😬😬😬😡😡😢😢😢😢😰😰😩😩😩😩😷😒😞😪😎😎😎😎😜😜😜😛😛😖😖😏😎😓💀💀💀💀💀💀💀😕😑😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😡😡😡😉😢😕😕😕😕😕😕😕😕😕😕😕😅😅😅😅😅😇😇😇😇 bon je me suis unpeu l anporete  desole,0
602,Mes  l histoire  il son tous mort,0
603,heu lisez ce qui est écrit à 8:58,0
604,mais… godzilla il est gentil😢😟,0
605,En te voyants j'ai tjr faim je sais pas pk..... 😂,34
606,Il est a croquer,7
607,😐,1
608,@Eʀɪɴᴇ ils/elles sont chelou,1
609,Oooooo yeaaaaaaahahahahahahahaha,0
610,@Phillip aziz 😐😑,0
611,"Ça,  c'est le t-shirrrrrrrrtttttt xD",0
612,Calme toi stp,0
613,De quel sens lol,0
614,Pareile car moi je regarde très souvent c'est video avec des chips au autre chose,0
615,Moi j'aimerais bien être un homme. Ce serait cool.,0
616,"Tu prefere faire ça ou ça?





La réponse: OR",0
617,Je suis asiatique en Géorgie,0
618,"Le cache-oeil,c'est trop stylé,en plus ça fait penser à notre personnage préféré à la plupart d'entre nous Ken Kaneki😉.",51
619,Wolfina Quil ouiiii ou Nick furry,2
620,Evil morty,3
621,Carrément j'adore kaneki,1
622,grave,2
623,Kaneki ce Badass total,1
624,"J'adore cette série même si pour l'instant je suis plus sur le""Death note""mais bon je suis d'accord avec toi canné qui c'est le meilleur Et lise😘😘😘 elle est trop stylé😏😏je suis calé",2
625,Kaneki deso🤗,2
626,Carl grimes perso pour le cache œil car c'est mon perso pref si tu conais la série bien sûre,1
627,"@Nico Lagrain Oui je connais, j'en suis fan, moi mon personnage préféré c'est Glenn, en 2ème Daryl, en 3ème Michonne, en 4ème Negan et en 5ème Rosita.",2
628,Oh putain squeezie je kiff ton pull !!!!,0
629,8:15 oui vivre dans un zoo comme sa la nuit un tigre va te tuer bas oui c'est intelligent sa,1
630,8:15 oui vivre dans un zoo comme sa la nuit un tigre va te tuer bas oui c'est intelligent sa,2
631,Mais non il vas être en cage ....... réfléchi au mois,0
632,8:15 oui vivre dans un zoo comme sa la nuit un tigre va te tuer bas oui c'est intelligent sa,1
633,Comme chui une fille si je meurt je vais être dans le corps d'un gars dans ce cas là tu ré meurt pour être une fille,0
634,j adore se jeux,0
635,"3min38 je suis for en mathe la preuve 1+1=2  3452525683+156278363463693=1.562818e0,14",0
636,"8:24 
""Sexytime""
""In your mom's bedroom to keep  track of windows and your mom""
""Andvanced Sexuality options""
""... installed sex toys... pornographic software..."" SRX?😂😂😂 regardez bien l'écran bleu😂",42
637,Je pensais être la seule à remarquer ! XD,1
638,Je croyais que j'était la seule qui avais remarqué çaa,2
639,je croyais etre le seul,1
640,Je croyais être le seul,1
641,"moi aussi je croyais etre seul mais en fait non, par contre je comprend pas ce que sa foutait la",0
642,Pour le cache-œil ou la jambe de bois. D'un côté tu perds ta jambe et de l'autre rien car il n'est pas précisé si tu perds ton œil.,0
643,Je t'aime :3 je t'aime vraiment vraiment beaucoup 😘,3
644,Quel révélation 😂😂😂,1
645,On est pas obligatoirement un pirate quand on a un cache-œil ken kaneki en est la preuve,0
646,moi je me suis jamais fait plaindre et je n'aime pas me plaindre,0
647,Fait un question time 13 14 et 15,0
648,on le cache œil pour ressembler a ken kaneki,0
649,"ton ""ecran bleu"" a bien insulté ta mère...",0
650,Lol je  regarde  en  2018 mais t'es vidéo son quand-même bien😁😁😁☺☺☺,0
651,Tu dis que c des pèrver m'est toi aussi t un pèrvèr,0
652,J’ai remarqué que tout le monde regarde les vidéos de 2013-2017 mtn en 2018 nan😂on s’ennuie grv en 2018 hein😂😂,2
653,Si tu savais en 2020,0
654,Regardez ce qu'il y ai ecrit a 8:43 MDRR,0
655,"Je vais m'acheter une poche girafe 
😆😆😆",0
656,"Tu préfères être Japonais ou être Chinois ?
Squeezie : Asiatique

. . .

Ça revient un peu au même 😂 dans un sens pas dans l'autre CALMOS

Moi j'dis : il veut être vietnamien.",0
657,Donc pour toi les gens chient sur la cuvette des wc... Je veux pas voir ta salle de bain alors...,0
658,Si tu apprend  l’histoire tu apprent l’histoire des jeux video,2
659,J'adore tes vidéo squisi,1
660,Te Mais pas dans le corps d'une femme et mets-toi dans le corps d'un robot sinon qui tu embrasseras,0
661,Qui regarde la vidéo en 2027 ? Ben seulement moi vu que je suis le seul a avoir un prototype de telephone pour parler avec des gens qui sont dans le futur ou dans le passé ! Et pourquoi je dévoile tout ça encore ? Ho noooooon ...,0
662,4:06 j'ai un oeil qui marche pas bien donc cache oeil,0
663,Je kiffe trop ton pull :3 ;),1
664,moi en 2017,0
665,« Se divertir le cul » ?,0
666,Xd mdr 😂😂😂😂😂,1
667,:::::::::::::::::::::::,0
668,On peut pas être isolée on est pas une maison 😂🤣,1
669,Pause à 8:23 Pourquoi l'écran bleu de la mort parle de choses sexuelle ?,1
670,3==>,0
671,j aime bien le pull de Squeezie,0
672,Le futur c dans 1 sec,0
673,J'adore ton pulle,0
674,J’adore ta vidéo,1
675,g,0
676,CHINOIS!!!!!!!!!!!!!!!!!!!,0
677,Moi avoir un cache œil pour ressembler au gouverner dans the walking dead,1
678,Je suis déjà intelligente alors que tlmonde est idiot ..... ET CT UNE BLAGUEEEEEEEEEEREEEEEEEE,0
679,Mais a prés comment tu fait pour joué a la ps4,0
680,sa veut dire que j'ai un corp de lâche ?? 4:30,0
681,Moi aussi je préfère vivre dans un zoo,0
682,Regardé à 8:23,0
683,2018,2
684,ce serait génial de vie dans un parc d'attraction on pourrait faire toutes les attractions quand on voudrait ce serait trop cool,0
685,Manger tous ce que tu veux sans prendre de poids sa inclu ton plat préféré alors...,0
686,ne pas être capable de se plaindre on se fait passer pour un ange...,0
687,Riche ou célèbre ? Bah célèbre parce que tu es célèbre et à la fois riche.,0
688,Tout le monde n'a pas de cadet....,0
689,Le Jean sa passe crème le short tu vas pas en mettre en hiver?,0
690,J'adore ton pull,1
691,Je sui asiatique 😁😄😃😃😃,0
692,La meilleure vidéo de youtube,2
693,Moi  au   un chien   sa race  c  Est    chiba et   il  S appelle   ouragan,0
694,Il y a des questions on c'est pas les réponses 😕,0
695,Même si je poste ce commentaire en 2018 je peux dire que le site est un tout petit peux raciste,0
696,Le pull gla glace,0
697,J'aimerais être un gars,0
698,Si il devient un chat c moi qui l adopte 😝😂😂,0
699,Tu et retilen,0
700,Ci tait normal moi aussi je ne grossis pas même si je mange un peu beaucoup...,0
701,Moi je suis asiatique,0
702,cool ton pull!!😀😍😍👍,2
703,J adore ton pull il est trop beau,0
704,les maths c mieux,0
705,8:22 lisez...pas besoin de savoir lire l'anglais vous allez comprendre...,51
706,Eliyoub mdr le vrai visage de squeezie,3
707,"J'ai remarqué que maintenant, j'allais aussi faire la réflexion 😂",4
708,Pas compris,1
709,@UwU ya marquer pornographie ou un truc comme ça,4
710,Merkiii,2
711,Bah pourtant je comprend pas,1
712,TwT Non...j’ai perdu mon fils...INNOCENCE !!! TwT,3
713,OOOH NON 😂,1
714,Wtf ca parle de cul avec une daronne 😂,3
715,Moi j'avais déjà lu,0
716,"Eux problème
Je peux pas choisir entre devenir un chanteur ou un écrivain vu que j'adore écrire et j'adore chanter
Bon j'arrête la partie XD 😂",0
717,Je suis Asiatique libanaise,0
718,Moi aussi je ne prend pas beaucoup de poids,0
719,Si tu grosi jamais que tu prend pas de poid c'est que ta un souffle au cœur moi jen et un souffle au cœur 😜❤,0
720,Squeezie tu et un reptilen,0
721,Quand T pas kpable 2 te pleindre tu fais un AVC avec un grand sourire MDR😀😀🤣🤣,0
722,2018??,0
723,PabloGOL non 2020,0
724,Squeezie tu n'es pas le seul a avoir un corp de lache x'),0
725,Le goudurix est trop bien 😂,1
726,je préfère oui,0
727,Tu es  mort,0
